('group_1',)
('group_2',)
('group_3',)

('Кира Тарасовна Владимирова', 1)
('Зыкова София Александровна', 1)
('Гаврила Аксёнович Максимов', 1)
('Ирина Эльдаровна Голубева', 1)
('Ираида Рубеновна Давыдова', 1)
('Анисимов Пимен Глебович', 1)
('Родионов Пров Августович', 1)
('Феврония Кирилловна Гуляева', 1)
('Агап Трифонович Сидоров', 1)
('Виктория Юрьевна Зайцева', 1)
('Аскольд Марсович Емельянов', 1)
('Федосий Матвеевич Кудрявцев', 1)
('Зыков Лаврентий Устинович', 1)
('Вера Руслановна Калинина', 1)
('тов. Никифоров Каллистрат Игоревич', 1)
('Нина Леонидовна Козлова', 1)
('Пелагея Игоревна Федосеева', 1)
('Горшкова Глафира Васильевна', 1)
('Глафира Сергеевна Рожкова', 1)
('Зоя Евгеньевна Афанасьева', 1)
('Анжелика Степановна Нестерова', 2)
('Ульяна Натановна Тарасова', 2)
('Нинель Андреевна Дементьева', 2)
('Исаков Юрий Валерьянович', 2)
('Лариса Ивановна Савельева', 2)
('Александрова Галина Эльдаровна', 2)
('Галина Константиновна Пахомова', 2)
('Кузьмина Надежда Степановна', 2)
('Герасимова София Леонидовна', 2)
('Виноградов Гостомысл Тихонович', 2)
('Мартынов Ростислав Ефимович', 2)
('Сысоев Фадей Изотович', 2)
('Любим Давидович Веселов', 2)
('тов. Кузьмина Виктория Олеговна', 2)
('Силина Александра Архиповна', 2)
('Мамонтов Капитон Герасимович', 2)
('Ульян Егорович Сысоев', 2)
('Октябрина Филипповна Зиновьева', 2)
('Гуляев Рубен Адамович', 2)
('Белоусов Фадей Данилович', 2)
('Белякова Зинаида Кузьминична', 3)
('Юлия Васильевна Доронина', 3)
('Нифонт Фролович Беляев', 3)
('Воронов Пров Феодосьевич', 3)
('Лаврентьев Эдуард Денисович', 3)
('Пестова Тамара Викторовна', 3)
('Капустина Зинаида Кузьминична', 3)
('Калашникова Наина Рубеновна', 3)
('Наина Станиславовна Савина', 3)
('Агафонов Адам Фролович', 3)
('Голубев Селиван Игнатьевич', 3)
('Мария Руслановна Герасимова', 3)
('Захар Федотович Силин', 3)
('Будимир Харлампович Тимофеев', 3)
('Мариан Евсеевич Ситников', 3)
('Волков Эмиль Антонович', 3)
('Фока Якубович Шаров', 3)
('тов. Фадеев Милован Ярославович', 3)
('Виталий Филатович Лукин', 3)
('Елена Тимуровна Васильева', 3)

('Повар', 'Лебедева Светлана Тимофеевна', 1, 3, datetime.date(2021, 3, 25))
('Невропатолог', 'Алексей Гордеевич Овчинников', 2, 6, datetime.date(2021, 9, 17))
('Невропатолог', 'Лебедева Светлана Тимофеевна', 2, 9, datetime.date(2021, 7, 6))
('Невропатолог', 'Лебедева Светлана Тимофеевна', 2, 4, datetime.date(2021, 2, 28))
('Невропатолог', 'Лебедева Светлана Тимофеевна', 2, 1, datetime.date(2021, 6, 25))
('Невропатолог', 'Крюков Андроник Измаилович', 2, 4, datetime.date(2021, 4, 6))
('Невропатолог', 'Крюков Андроник Измаилович', 2, 1, datetime.date(2021, 3, 18))
('Невропатолог', 'Крюков Андроник Измаилович', 2, 2, datetime.date(2021, 4, 23))
('Невропатолог', 'Алексей Гордеевич Овчинников', 2, 6, datetime.date(2021, 4, 17))
('Невропатолог', 'Крюков Андроник Измаилович', 2, 4, datetime.date(2021, 11, 17))
('Невропатолог', 'Крюков Андроник Измаилович', 2, 1, datetime.date(2021, 4, 3))
('Невропатолог', 'Крюков Андроник Измаилович', 2, 8, datetime.date(2021, 12, 25))
('Невропатолог', 'Крюков Андроник Измаилович', 2, 10, datetime.date(2021, 7, 27))
('Невропатолог', 'Лебедева Светлана Тимофеевна', 2, 10, datetime.date(2021, 8, 14))
('Невропатолог', 'Алексей Гордеевич Овчинников', 2, 1, datetime.date(2021, 3, 15))
('Невропатолог', 'Алексей Гордеевич Овчинников', 2, 5, datetime.date(2021, 11, 22))
('Невропатолог', 'Крюков Андроник Измаилович', 2, 3, datetime.date(2021, 11, 20))
('Невропатолог', 'Агафонова Глафира Тимуровна', 2, 7, datetime.date(2021, 11, 2))
('Прозектор', 'Агафонова Глафира Тимуровна', 2, 3, datetime.date(2021, 2, 27))
('Прозектор', 'Агафонова Глафира Тимуровна', 2, 10, datetime.date(2021, 5, 28))
('Прозектор', 'Крюков Андроник Измаилович', 2, 4, datetime.date(2021, 1, 23))
('Прозектор', 'Лебедева Светлана Тимофеевна', 2, 9, datetime.date(2021, 4, 17))
('Прозектор', 'Агафонова Глафира Тимуровна', 2, 7, datetime.date(2021, 5, 16))
('Прозектор', 'Агафонова Глафира Тимуровна', 2, 8, datetime.date(2021, 10, 22))
('Прозектор', 'Лебедева Светлана Тимофеевна', 2, 10, datetime.date(2021, 6, 11))
('Прозектор', 'Крюков Андроник Измаилович', 2, 5, datetime.date(2021, 5, 7))
('Прозектор', 'Крюков Андроник Измаилович', 2, 6, datetime.date(2021, 9, 5))
('Прозектор', 'Крюков Андроник Измаилович', 2, 11, datetime.date(2021, 11, 13))
('Прозектор', 'Алексей Гордеевич Овчинников', 2, 11, datetime.date(2021, 1, 13))
('Прозектор', 'Лебедева Светлана Тимофеевна', 2, 11, datetime.date(2021, 5, 19))
('Прозектор', 'Крюков Андроник Измаилович', 2, 6, datetime.date(2021, 7, 17))
('Прозектор', 'Лебедева Светлана Тимофеевна', 2, 2, datetime.date(2021, 6, 1))
('Прозектор', 'Агафонова Глафира Тимуровна', 2, 11, datetime.date(2021, 7, 24))
('Прозектор', 'Алексей Гордеевич Овчинников', 2, 3, datetime.date(2021, 4, 16))
('Прозектор', 'Агафонова Глафира Тимуровна', 2, 8, datetime.date(2021, 5, 5))
('Прозектор', 'Крюков Андроник Измаилович', 2, 9, datetime.date(2021, 3, 9))
('Прозектор', 'Агафонова Глафира Тимуровна', 2, 4, datetime.date(2021, 1, 2))
('Прозектор', 'Агафонова Глафира Тимуровна', 2, 5, datetime.date(2021, 4, 24))
('Контент-менеджер', 'Алексей Гордеевич Овчинников', 2, 2, datetime.date(2021, 9, 18))
('Контент-менеджер', 'Крюков Андроник Измаилович', 2, 1, datetime.date(2021, 8, 1))
('Контент-менеджер', 'Лебедева Светлана Тимофеевна', 2, 9, datetime.date(2021, 5, 7))
('Контент-менеджер', 'Крюков Андроник Измаилович', 2, 9, datetime.date(2021, 4, 26))
('Контент-менеджер', 'Алексей Гордеевич Овчинников', 2, 11, datetime.date(2021, 1, 15))
('Контент-менеджер', 'Алексей Гордеевич Овчинников', 2, 11, datetime.date(2021, 3, 9))
('Контент-менеджер', 'Лебедева Светлана Тимофеевна', 2, 5, datetime.date(2021, 1, 12))
('Контент-менеджер', 'Алексей Гордеевич Овчинников', 2, 3, datetime.date(2021, 5, 4))
('Контент-менеджер', 'Крюков Андроник Измаилович', 2, 3, datetime.date(2021, 2, 28))
('Контент-менеджер', 'Крюков Андроник Измаилович', 2, 10, datetime.date(2021, 1, 13))
('Контент-менеджер', 'Лебедева Светлана Тимофеевна', 2, 2, datetime.date(2021, 7, 12))
('Контент-менеджер', 'Агафонова Глафира Тимуровна', 2, 9, datetime.date(2021, 11, 26))
('Контент-менеджер', 'Лебедева Светлана Тимофеевна', 2, 2, datetime.date(2021, 5, 5))
('Контент-менеджер', 'Крюков Андроник Измаилович', 2, 6, datetime.date(2021, 10, 21))
('Контент-менеджер', 'Агафонова Глафира Тимуровна', 2, 2, datetime.date(2021, 5, 12))
('Контент-менеджер', 'Лебедева Светлана Тимофеевна', 2, 3, datetime.date(2021, 6, 12))
('Контент-менеджер', 'Агафонова Глафира Тимуровна', 2, 12, datetime.date(2021, 8, 2))
('Контент-менеджер', 'Агафонова Глафира Тимуровна', 2, 3, datetime.date(2021, 8, 10))
('Контент-менеджер', 'Алексей Гордеевич Овчинников', 2, 9, datetime.date(2021, 2, 2))
('Контент-менеджер', 'Агафонова Глафира Тимуровна', 2, 8, datetime.date(2021, 9, 9))
('Мастер педикюра', 'Агафонова Глафира Тимуровна', 2, 1, datetime.date(2021, 5, 27))
('Мастер педикюра', 'Лебедева Светлана Тимофеевна', 2, 3, datetime.date(2021, 12, 6))
('Мастер педикюра', 'Агафонова Глафира Тимуровна', 2, 6, datetime.date(2021, 7, 14))
('Мастер педикюра', 'Крюков Андроник Измаилович', 2, 8, datetime.date(2021, 5, 2))
('Мастер педикюра', 'Агафонова Глафира Тимуровна', 2, 10, datetime.date(2021, 5, 17))
('Мастер педикюра', 'Крюков Андроник Измаилович', 2, 11, datetime.date(2021, 1, 11))
('Мастер педикюра', 'Лебедева Светлана Тимофеевна', 2, 5, datetime.date(2021, 10, 18))
('Мастер педикюра', 'Алексей Гордеевич Овчинников', 2, 7, datetime.date(2021, 3, 12))
('Мастер педикюра', 'Лебедева Светлана Тимофеевна', 2, 5, datetime.date(2021, 2, 23))
('Мастер педикюра', 'Крюков Андроник Измаилович', 2, 7, datetime.date(2021, 3, 6))
('Мастер педикюра', 'Агафонова Глафира Тимуровна', 2, 2, datetime.date(2021, 2, 16))
('Мастер педикюра', 'Лебедева Светлана Тимофеевна', 2, 9, datetime.date(2021, 10, 6))
('Мастер педикюра', 'Алексей Гордеевич Овчинников', 2, 12, datetime.date(2021, 9, 4))
('Мастер педикюра', 'Алексей Гордеевич Овчинников', 2, 4, datetime.date(2021, 4, 13))
('Мастер педикюра', 'Крюков Андроник Измаилович', 2, 2, datetime.date(2021, 7, 14))
('Мастер педикюра', 'Крюков Андроник Измаилович', 2, 3, datetime.date(2021, 7, 9))
('Мастер педикюра', 'Алексей Гордеевич Овчинников', 2, 2, datetime.date(2021, 8, 22))
('Мастер педикюра', 'Алексей Гордеевич Овчинников', 2, 6, datetime.date(2021, 4, 4))
('Мастер педикюра', 'Крюков Андроник Измаилович', 2, 11, datetime.date(2021, 9, 10))
('Мастер педикюра', 'Крюков Андроник Измаилович', 2, 9, datetime.date(2021, 2, 24))
('Повар', 'Алексей Гордеевич Овчинников', 3, 8, datetime.date(2021, 7, 14))
('Повар', 'Алексей Гордеевич Овчинников', 3, 4, datetime.date(2021, 4, 26))
('Повар', 'Крюков Андроник Измаилович', 3, 10, datetime.date(2021, 7, 1))
('Повар', 'Лебедева Светлана Тимофеевна', 3, 10, datetime.date(2021, 1, 2))
('Повар', 'Алексей Гордеевич Овчинников', 3, 12, datetime.date(2021, 10, 24))
('Повар', 'Крюков Андроник Измаилович', 3, 5, datetime.date(2021, 1, 13))
('Повар', 'Лебедева Светлана Тимофеевна', 3, 12, datetime.date(2021, 1, 18))
('Повар', 'Алексей Гордеевич Овчинников', 3, 5, datetime.date(2021, 7, 11))
('Повар', 'Алексей Гордеевич Овчинников', 3, 9, datetime.date(2021, 9, 28))
('Повар', 'Лебедева Светлана Тимофеевна', 3, 3, datetime.date(2021, 8, 25))
('Повар', 'Лебедева Светлана Тимофеевна', 3, 6, datetime.date(2021, 3, 28))
('Повар', 'Лебедева Светлана Тимофеевна', 3, 2, datetime.date(2021, 7, 13))
('Повар', 'Крюков Андроник Измаилович', 3, 12, datetime.date(2021, 6, 21))
('Повар', 'Агафонова Глафира Тимуровна', 3, 9, datetime.date(2021, 1, 12))
('Повар', 'Лебедева Светлана Тимофеевна', 3, 6, datetime.date(2021, 2, 25))
('Повар', 'Крюков Андроник Измаилович', 3, 10, datetime.date(2021, 12, 21))
('Повар', 'Алексей Гордеевич Овчинников', 3, 5, datetime.date(2021, 12, 2))
('Повар', 'Алексей Гордеевич Овчинников', 3, 5, datetime.date(2021, 11, 26))
('Повар', 'Лебедева Светлана Тимофеевна', 3, 4, datetime.date(2021, 11, 6))
('Повар', 'Крюков Андроник Измаилович', 3, 10, datetime.date(2021, 1, 9))
('Невропатолог', 'Агафонова Глафира Тимуровна', 3, 5, datetime.date(2021, 6, 12))
('Невропатолог', 'Крюков Андроник Измаилович', 3, 12, datetime.date(2021, 8, 15))
('Невропатолог', 'Крюков Андроник Измаилович', 3, 7, datetime.date(2021, 3, 5))
('Невропатолог', 'Агафонова Глафира Тимуровна', 3, 9, datetime.date(2021, 8, 24))
('Невропатолог', 'Лебедева Светлана Тимофеевна', 3, 8, datetime.date(2021, 2, 21))
('Невропатолог', 'Лебедева Светлана Тимофеевна', 3, 6, datetime.date(2021, 8, 20))
('Невропатолог', 'Алексей Гордеевич Овчинников', 3, 8, datetime.date(2021, 9, 19))
('Невропатолог', 'Агафонова Глафира Тимуровна', 3, 3, datetime.date(2021, 9, 16))
('Невропатолог', 'Агафонова Глафира Тимуровна', 3, 12, datetime.date(2021, 9, 4))
('Невропатолог', 'Лебедева Светлана Тимофеевна', 3, 2, datetime.date(2021, 2, 5))
('Невропатолог', 'Агафонова Глафира Тимуровна', 3, 9, datetime.date(2021, 1, 10))
('Невропатолог', 'Агафонова Глафира Тимуровна', 3, 1, datetime.date(2021, 9, 7))
('Невропатолог', 'Крюков Андроник Измаилович', 3, 11, datetime.date(2021, 1, 6))
('Невропатолог', 'Крюков Андроник Измаилович', 3, 1, datetime.date(2021, 7, 17))
('Невропатолог', 'Лебедева Светлана Тимофеевна', 3, 6, datetime.date(2021, 1, 15))
('Невропатолог', 'Агафонова Глафира Тимуровна', 3, 10, datetime.date(2021, 6, 7))
('Невропатолог', 'Крюков Андроник Измаилович', 3, 9, datetime.date(2021, 8, 24))
('Невропатолог', 'Лебедева Светлана Тимофеевна', 3, 12, datetime.date(2021, 2, 18))
('Невропатолог', 'Алексей Гордеевич Овчинников', 3, 9, datetime.date(2021, 11, 15))
('Невропатолог', 'Алексей Гордеевич Овчинников', 3, 7, datetime.date(2021, 5, 24))
('Прозектор', 'Агафонова Глафира Тимуровна', 3, 9, datetime.date(2021, 11, 8))
('Прозектор', 'Лебедева Светлана Тимофеевна', 3, 1, datetime.date(2021, 3, 24))
('Прозектор', 'Крюков Андроник Измаилович', 3, 10, datetime.date(2021, 5, 10))
